datetime,final_score,wealth,pct_starved,population,bushels,acres,last_turn,total_deaths,total_harvested,total_rats_eaten,total_starved,total_infants,total_lost_to_plague,total_land_purchases,total_land_sales
2024-03-09 23:57:06.752328,3,10.181102362204724,3,127,16,1293,11,40,35,243,39,71,0,454,161
2024-03-09 23:59:03.113426,3,26.627906976744185,3,43,0,1145,11,30,33,259,29,110,133,279,134
2024-03-10 00:01:05.604545,3,18.655172413793103,3,58,2,1082,11,28,29,235,27,80,90,189,107
2024-03-10 00:03:00.554832,3,11.365384615384615,3,104,0,1182,11,38,30,247,37,46,0,319,137
2024-03-10 00:04:59.313929,3,19.189655172413794,3,58,6,1113,11,21,29,208,20,114,131,236,123
2024-03-10 00:06:54.280167,3,11.272727272727273,3,132,11,1488,11,41,39,225,40,77,0,590,102
2024-03-10 00:08:48.291654,3,39.17948717948718,3,39,15,1528,11,29,39,228,28,120,148,603,75
2024-03-10 00:10:40.573234,3,21.042857142857144,3,70,21,1473,11,29,41,237,28,105,102,489,16
2024-03-10 00:12:35.009703,3,16.74418604651163,3,86,14,1440,11,32,37,212,31,138,116,508,68
2024-03-10 00:14:33.186106,3,53.31818181818182,3,22,2,1173,11,35,33,237,34,79,118,403,230
2024-03-10 00:16:29.644399,3,12.17142857142857,3,105,5,1278,11,31,32,218,30,93,53,335,57
2024-03-10 00:18:26.049864,3,33.02777777777778,3,36,9,1189,11,28,33,229,27,138,170,286,97
2024-03-10 00:20:18.897277,3,10.00900900900901,3,111,3,1111,11,40,31,216,39,55,0,269,158
2024-03-10 00:22:12.799931,3,23.67924528301887,3,53,3,1255,11,24,36,209,23,146,165,313,58
2024-03-10 00:24:09.604865,3,49.24,3,25,6,1231,11,32,34,222,31,82,121,299,68
2024-03-10 00:26:12.117102,3,17.18032786885246,3,61,4,1048,11,26,27,216,25,117,126,202,154
2024-03-10 00:28:10.391724,3,16.640625,3,64,15,1065,11,23,28,237,22,139,148,126,61
2024-03-10 00:30:08.435372,3,23.326923076923077,3,52,23,1213,11,30,33,226,29,83,97,319,106
2024-03-10 00:32:02.968947,3,16.23469387755102,3,98,4,1591,11,34,40,227,33,96,60,713,122
2024-03-10 00:33:55.511455,3,39.629629629629626,3,27,3,1070,11,30,29,212,29,97,136,219,149
2024-03-10 00:35:53.755071,3,43.8,3,25,4,1095,11,21,28,222,20,95,145,129,34
2024-03-10 00:37:47.517621,3,35.68571428571428,3,35,16,1249,11,21,35,229,20,167,207,329,80
2024-03-10 00:39:46.280541,3,26.085106382978722,3,47,8,1226,11,23,35,220,22,116,142,292,66
2024-03-10 00:41:47.231077,3,14.73076923076923,3,52,18,766,11,37,25,227,36,45,52,88,322
2024-03-10 00:43:39.327545,3,24.26086956521739,3,69,4,1674,11,34,41,242,33,106,99,765,91
2024-03-10 00:45:35.258433,3,16.207792207792206,3,77,25,1248,11,24,36,227,23,98,93,301,53
2024-03-10 00:47:31.906811,3,32.80487804878049,3,41,4,1345,11,39,35,225,38,92,108,557,212
2024-03-10 00:49:26.376274,3,15.723684210526315,3,76,20,1195,11,41,32,212,40,83,62,311,116
2024-03-10 00:51:24.690594,3,18.5,3,68,14,1258,11,21,37,242,20,147,154,308,50
2024-03-10 00:53:21.142673,3,10.911290322580646,3,124,2,1353,11,33,34,211,32,116,55,488,135
2024-03-10 00:55:19.581006,3,21.06,3,50,0,1053,11,26,26,237,25,97,117,235,182
2024-03-10 00:57:10.559290,3,12.085271317829458,3,129,0,1559,11,39,38,250,38,72,0,659,100
2024-03-10 00:59:06.451081,3,23.89090909090909,3,55,16,1314,11,23,34,235,22,151,169,370,56
2024-03-10 01:00:59.334231,3,13.26126126126126,3,111,0,1472,11,39,37,257,38,54,0,553,81
2024-03-10 01:02:57.843745,3,11.108108108108109,3,111,7,1233,11,33,32,230,32,107,59,382,149
2024-03-10 01:04:54.255030,3,15.267441860465116,3,86,17,1313,11,28,36,231,27,114,96,398,85
2024-03-10 01:06:51.117296,3,13.02020202020202,3,99,1,1289,11,33,37,228,32,92,56,429,140
2024-03-10 01:08:47.895257,3,14.346666666666666,3,75,13,1076,11,26,28,223,25,90,85,226,150
2024-03-10 01:10:44.257113,3,44.958333333333336,3,24,6,1079,11,27,28,227,26,71,116,212,133
2024-03-10 01:12:44.695877,3,10.656565656565656,3,99,1,1055,11,24,28,212,23,151,124,212,157
2024-03-10 01:14:43.191604,3,19.181818181818183,3,66,5,1266,11,36,36,230,35,60,54,443,177
2024-03-10 01:16:37.132972,3,54.62068965517241,3,29,18,1584,11,33,40,205,32,134,168,612,28
2024-03-10 01:18:30.114114,3,10.66906474820144,3,139,9,1483,11,41,35,230,40,84,0,578,95
2024-03-10 01:20:30.429779,3,22.583333333333332,3,48,12,1084,11,20,28,224,19,153,181,136,52
2024-03-10 01:22:24.974668,3,21.416666666666668,3,72,9,1542,11,40,40,252,39,88,72,662,120
2024-03-10 01:24:16.844145,3,12.989690721649485,3,97,9,1260,11,28,39,213,27,133,104,327,67
2024-03-10 01:26:13.647958,3,11.704081632653061,3,98,13,1147,11,25,28,238,24,140,113,291,144
2024-03-10 01:28:05.552301,3,20.704225352112676,3,71,7,1470,11,30,40,228,29,111,106,509,39
2024-03-10 01:30:02.348524,3,15.352941176470589,3,85,7,1305,11,27,36,247,26,120,104,401,96
2024-03-10 01:31:54.740039,3,15.376344086021506,3,93,19,1430,11,33,40,216,32,83,53,496,66
2024-03-10 01:33:55.660610,3,11.61038961038961,3,77,9,894,11,34,23,213,33,66,51,116,222
2024-03-10 01:35:54.117789,3,34.16216216216216,3,37,2,1264,11,25,34,208,24,118,152,389,125
2024-03-10 01:37:54.705380,3,19.5,3,62,3,1209,11,32,31,215,31,105,107,362,153
2024-03-10 01:39:46.582486,3,20.838709677419356,3,62,4,1292,11,28,34,216,27,133,139,320,28
2024-03-10 01:41:43.424987,3,25.319148936170212,3,47,21,1190,11,29,34,225,28,79,99,298,108
2024-03-10 01:43:46.444173,3,10.551282051282051,3,78,22,823,11,30,24,232,29,66,54,82,259
2024-03-10 01:45:43.312695,3,31.96969696969697,3,33,7,1055,11,35,30,220,34,62,90,249,194
2024-03-10 01:47:42.184854,3,10.34,3,100,18,1034,11,31,29,254,30,88,53,184,150
2024-03-10 01:49:36.435757,3,23.296875,3,64,0,1491,11,24,44,243,23,181,189,525,34
2024-03-10 01:51:28.317197,3,14.795918367346939,3,98,9,1450,11,27,41,230,26,119,90,470,20
2024-03-10 01:53:27.090186,3,22.104166666666668,3,48,8,1061,11,27,31,216,26,107,128,181,120
2024-03-10 01:55:23.436010,3,37.65714285714286,3,35,17,1318,11,27,33,217,26,105,139,375,57
2024-03-10 01:57:21.951138,3,50.851851851851855,3,27,8,1373,11,32,31,219,31,96,133,606,233
2024-03-10 01:59:14.360215,3,25.559322033898304,3,59,20,1508,11,28,42,218,27,90,99,526,18
2024-03-10 03:01:11.296543,3,10.419354838709678,3,124,1,1292,11,34,34,230,33,62,0,460,168
2024-03-10 03:03:08.157424,3,12.170212765957446,3,94,16,1144,11,30,30,224,29,81,53,252,108
2024-03-10 03:05:13.206385,1,7.186915887850467,3,107,11,769,11,37,23,211,36,48,0,69,300
2024-03-10 03:07:09.901117,3,38.91428571428571,3,35,9,1362,11,38,33,250,37,75,98,587,225
2024-03-10 03:09:02.237099,3,12.344086021505376,3,93,7,1148,11,33,29,232,32,84,54,219,71
2024-03-10 03:10:56.699717,3,70.0,3,20,3,1400,11,33,35,229,32,111,154,521,121
2024-03-10 03:12:51.145335,3,13.378378378378379,3,111,11,1485,11,31,40,242,30,104,58,561,76
2024-03-10 03:14:47.580069,3,25.5,3,46,20,1173,11,34,28,231,33,87,103,337,164
2024-03-10 03:16:42.027950,3,17.2875,3,80,0,1383,11,34,35,232,33,79,61,419,36
2024-03-10 03:18:38.893314,3,13.068965517241379,3,87,9,1137,11,29,31,244,28,69,49,288,151
2024-03-10 03:20:35.238356,3,22.68,3,50,21,1134,11,30,31,213,29,87,103,252,118
2024-03-10 03:22:32.037964,3,21.844827586206897,3,58,0,1267,11,27,36,233,26,102,113,366,99
2024-03-10 03:24:30.668146,3,15.657894736842104,3,76,23,1190,11,38,33,239,37,78,60,388,198
2024-03-10 03:26:21.188804,3,26.661538461538463,3,65,8,1733,11,39,44,217,38,71,63,733,0
2024-03-10 03:28:24.190142,3,22.916666666666668,3,36,15,825,11,35,24,233,34,70,95,101,276
2024-03-10 03:30:24.637210,3,36.45454545454545,3,33,14,1203,11,25,30,231,24,92,130,319,116
2024-03-10 03:32:19.633150,3,10.015873015873016,3,126,8,1262,11,40,31,237,39,70,0,402,140
2024-03-10 03:34:18.436346,3,14.271428571428572,3,70,0,999,11,26,27,216,25,116,116,184,185
2024-03-10 03:36:17.350414,3,47.21052631578947,3,19,8,897,11,33,28,210,32,61,105,188,291
2024-03-10 03:38:13.274128,3,18.06153846153846,3,65,14,1174,11,27,27,231,26,113,117,294,120
2024-03-10 03:40:08.281460,2,9.485074626865671,3,134,0,1271,11,41,33,225,40,79,0,343,72
2024-03-10 03:42:09.153772,3,10.76923076923077,3,78,14,840,11,34,24,233,33,69,53,95,255
2024-03-10 03:44:04.189757,3,23.763636363636362,3,55,22,1307,11,40,34,211,39,55,56,410,103
2024-03-10 03:46:02.269825,3,22.724137931034484,3,58,8,1318,11,35,32,257,34,100,103,408,90
2024-03-10 03:48:00.718159,3,13.848484848484848,3,99,16,1371,11,31,36,232,30,132,98,428,57
2024-03-10 03:49:57.199710,3,41.285714285714285,3,35,1,1445,11,32,37,226,31,95,124,513,68
2024-03-10 03:51:55.657226,3,11.20183486238532,3,109,9,1221,11,29,32,221,28,96,54,360,139
2024-03-10 03:53:54.152944,3,13.364583333333334,3,96,0,1283,11,34,35,267,33,87,53,371,88
2024-03-10 03:55:54.710732,2,9.754545454545454,3,110,11,1073,11,32,32,215,31,104,58,267,194
2024-03-10 03:57:48.975412,3,14.827586206896552,3,87,22,1290,11,25,36,229,24,100,84,345,55
2024-03-10 03:59:47.543280,3,14.797619047619047,3,84,13,1243,11,35,33,214,34,82,59,400,157
2024-03-10 04:01:43.432309,3,15.654320987654321,3,81,18,1268,11,25,38,271,24,179,169,330,62
2024-03-10 04:03:44.017503,3,25.106382978723403,3,47,12,1180,11,31,32,228,30,85,103,341,161
2024-03-10 04:05:44.348716,3,14.202898550724637,3,69,3,980,11,22,27,220,21,114,119,109,129
2024-03-10 04:07:46.823145,3,12.723684210526315,3,76,9,967,11,26,26,243,25,97,91,139,172
2024-03-10 04:09:43.108605,3,15.960526315789474,3,76,11,1213,11,23,35,235,22,126,123,269,56
2024-03-10 04:11:37.865321,3,22.375,3,56,1,1253,11,27,36,209,26,88,101,306,53
2024-03-10 04:13:32.309635,3,34.20454545454545,3,44,4,1505,11,27,38,226,26,75,100,559,54
2024-03-10 04:15:32.413364,3,16.567164179104477,3,67,22,1110,11,30,29,240,29,130,129,265,155
2024-03-10 04:17:32.451702,3,14.443037974683545,3,79,14,1141,11,27,27,234,26,99,89,328,187
2024-03-10 04:19:29.354542,3,12.378048780487806,3,82,14,1015,11,32,28,221,31,71,53,239,224
2024-03-10 04:21:22.298983,3,11.217054263565892,3,129,3,1447,11,40,37,230,39,73,0,557,110
2024-03-10 04:23:14.151313,3,37.542857142857144,3,35,16,1314,11,28,36,224,27,141,174,330,16
2024-03-10 04:25:09.111453,3,19.551724137931036,3,58,5,1134,11,39,30,218,38,59,58,311,177
2024-03-10 04:27:07.789561,3,20.61904761904762,3,63,16,1299,11,38,35,212,37,63,58,469,170
2024-03-10 04:29:02.767740,2,9.253968253968255,3,126,12,1166,11,40,31,219,39,70,0,365,199
2024-03-10 04:31:01.215488,3,14.404761904761905,3,84,10,1210,11,29,33,212,28,108,91,313,103
2024-03-10 04:32:58.002088,3,17.815384615384616,3,65,5,1158,11,25,32,217,24,117,123,315,157
2024-03-10 04:34:47.799178,3,40.861111111111114,3,36,15,1471,11,27,39,225,26,96,129,471,0
2024-03-10 04:36:42.127442,3,28.931818181818183,3,44,4,1273,11,28,32,235,27,68,92,325,52
2024-03-10 04:38:40.930721,3,31.875,3,32,2,1020,11,25,27,219,24,115,154,164,144
2024-03-10 04:40:41.845714,3,13.640625,3,64,2,873,11,37,26,225,36,60,55,155,282
2024-03-10 04:42:38.615800,3,28.022727272727273,3,44,15,1233,11,26,33,231,25,105,131,350,117
2024-03-10 04:44:39.260734,3,14.8625,3,80,4,1189,11,35,29,221,34,76,57,340,151
2024-03-10 04:46:39.760587,3,12.584269662921349,3,89,20,1120,11,30,29,224,29,77,54,305,185
2024-03-10 04:48:38.122081,3,13.241379310344827,3,87,0,1152,11,27,31,232,26,102,84,264,112
2024-03-10 04:50:34.531947,3,28.441860465116278,3,43,9,1223,11,29,35,212,28,73,97,329,106
2024-03-10 04:52:31.503190,2,9.869565217391305,3,115,1,1135,11,40,32,217,39,59,0,374,239
2024-03-10 04:54:24.417494,2,9.619402985074627,3,134,4,1289,11,40,33,229,39,78,0,382,93
2024-03-10 04:56:25.361765,1,7.752212389380531,3,113,2,876,11,39,26,224,38,56,0,162,286
2024-03-10 04:58:22.172159,3,13.02127659574468,3,94,7,1224,11,26,32,222,25,106,82,347,123
2024-03-10 05:00:19.046321,3,12.066666666666666,3,90,19,1086,11,33,32,204,32,87,60,238,152
2024-03-10 05:02:10.771848,3,18.40277777777778,3,72,23,1325,11,22,41,228,21,179,181,361,36
2024-03-10 05:04:11.274369,3,10.377551020408163,3,98,0,1017,11,29,25,226,28,85,54,255,238
2024-03-10 05:06:07.710285,3,19.035714285714285,3,84,10,1599,11,31,41,234,30,149,130,635,36
2024-03-10 05:08:05.390913,3,35.87179487179487,3,39,11,1399,11,28,36,232,27,95,124,517,118
2024-03-10 05:10:03.387724,3,32.91891891891892,3,37,19,1218,11,23,35,214,22,126,162,287,69
2024-03-10 05:12:02.204143,3,16.63235294117647,3,68,17,1131,11,25,32,221,24,116,119,270,139
2024-03-10 05:13:58.984994,3,15.223880597014926,3,67,4,1020,11,32,28,226,31,95,92,202,182
2024-03-10 05:15:59.792468,3,54.55555555555556,3,18,23,982,11,23,26,217,22,116,171,146,164
2024-03-10 05:17:53.911589,3,31.822222222222223,3,45,7,1432,11,37,37,231,36,98,112,550,118
2024-03-10 05:19:50.721243,3,12.378378378378379,3,74,2,916,11,32,28,249,31,62,52,80,164
2024-03-10 05:21:42.485678,3,15.347368421052632,3,95,8,1458,11,28,40,209,27,127,100,500,42
2024-03-10 05:23:38.872262,3,15.804597701149426,3,87,8,1375,11,27,38,254,26,117,99,472,97
2024-03-10 05:25:31.167538,3,18.064935064935064,3,77,22,1391,11,29,40,215,28,113,103,400,9
2024-03-10 05:27:29.691197,3,19.310344827586206,3,58,10,1120,11,37,30,223,36,56,57,342,222
2024-03-10 05:29:25.645226,3,28.75,3,44,10,1265,11,26,34,228,25,120,146,336,71
2024-03-10 05:31:18.543956,3,11.302752293577981,3,109,16,1232,11,38,31,223,37,51,0,358,126
2024-03-10 05:33:09.486879,3,11.977099236641221,3,131,16,1569,11,40,38,229,39,75,0,602,33
2024-03-10 05:35:06.260455,3,29.289473684210527,3,38,5,1113,11,30,33,213,29,89,117,255,142
2024-03-10 05:37:03.165908,3,16.304347826086957,3,69,6,1125,11,33,30,230,32,60,54,361,236
2024-03-10 05:38:55.570202,3,16.963414634146343,3,82,7,1391,11,33,38,234,32,73,54,410,19
2024-03-10 05:40:54.093245,3,12.989247311827956,3,93,15,1208,11,35,35,225,34,92,60,425,217
2024-03-10 05:42:45.981671,3,16.120481927710845,3,83,6,1338,11,27,35,216,26,108,94,385,47
2024-03-10 05:44:41.889513,3,19.548387096774192,3,62,2,1212,11,22,35,218,21,146,158,266,54
2024-03-10 05:46:40.688934,3,23.095238095238095,3,42,4,970,11,28,25,251,27,63,89,194,224
2024-03-10 05:48:37.237303,3,17.102564102564102,3,78,0,1334,11,33,35,250,32,69,54,460,126
2024-03-10 05:50:35.120956,3,14.468354430379748,3,79,9,1143,11,22,31,214,21,121,116,211,68
2024-03-10 05:52:30.164624,3,19.46268656716418,3,67,15,1304,11,41,33,232,40,79,67,383,79
2024-03-10 05:54:26.479123,3,18.044776119402986,3,67,20,1209,11,25,33,219,24,122,126,267,58
2024-03-10 05:56:22.880856,3,17.616438356164384,3,73,1,1286,11,30,33,216,29,103,96,330,44
2024-03-10 05:58:19.326816,3,12.042105263157895,3,95,6,1144,11,32,33,209,31,84,53,231,87
2024-03-10 06:00:13.675112,3,14.440860215053764,3,93,2,1343,11,30,37,216,29,80,53,460,117
2024-03-10 06:02:07.970404,3,13.540816326530612,3,98,2,1327,11,27,34,221,26,153,124,392,65
2024-03-10 06:04:06.371878,3,34.3125,3,32,14,1098,11,27,28,230,26,91,128,311,213
2024-03-10 06:06:03.252364,3,14.743589743589743,3,78,7,1150,11,31,31,230,30,117,104,307,157
2024-03-10 06:07:58.066181,3,13.16326530612245,3,98,15,1290,11,28,36,223,27,84,54,379,89
2024-03-10 06:09:58.955000,3,13.704225352112676,3,71,9,973,11,26,24,208,25,95,94,125,152
2024-03-10 06:11:55.251561,3,31.794117647058822,3,34,2,1081,11,21,29,205,20,153,194,152,71
2024-03-10 06:13:47.546012,3,16.325842696629213,3,89,15,1453,11,29,39,215,28,172,150,513,60
2024-03-10 06:15:50.211079,3,10.585106382978724,3,94,0,995,11,35,26,247,34,89,56,230,235
2024-03-10 06:17:46.172356,3,16.438356164383563,3,73,5,1200,11,28,34,213,27,103,98,314,114
2024-03-10 06:19:42.665199,3,16.285714285714285,3,91,13,1482,11,36,38,249,35,93,62,558,76
2024-03-10 06:21:37.655139,3,23.19298245614035,3,57,18,1322,11,40,36,256,39,59,58,382,60
2024-03-10 06:23:32.682871,2,9.456692913385826,3,127,19,1201,11,40,36,218,39,71,0,373,172
2024-03-10 06:25:25.059494,3,15.306122448979592,3,98,9,1500,11,29,39,242,28,87,56,512,12
2024-03-10 06:27:20.071993,2,9.8,3,120,8,1176,11,41,31,225,40,65,0,399,223
2024-03-10 06:29:21.093988,1,8.302521008403362,3,119,16,988,11,37,26,218,36,60,0,206,218
2024-03-10 06:31:21.606820,2,9.324074074074074,3,108,9,1007,11,35,28,215,34,102,55,192,185
2024-03-10 06:33:24.074659,3,11.410526315789474,3,95,14,1084,11,28,29,235,27,119,92,255,171
2024-03-10 06:35:15.946434,3,24.98148148148148,3,54,18,1349,11,30,38,222,29,91,103,370,21
2024-03-10 06:37:13.466217,3,15.209302325581396,3,86,19,1308,11,23,33,235,22,216,203,404,96
2024-03-10 06:39:13.403776,3,12.930232558139535,3,86,10,1112,11,23,34,212,22,131,118,228,116
2024-03-10 06:41:13.929361,3,23.82,3,50,24,1191,11,29,32,262,28,85,102,345,154
2024-03-10 06:43:08.271028,3,15.69620253164557,3,79,0,1240,11,30,35,242,29,114,101,357,117
2024-03-10 06:45:11.169133,3,12.710526315789474,3,76,3,966,11,26,27,213,25,90,84,98,132
2024-03-10 06:47:07.993175,3,11.495327102803738,3,107,4,1230,11,32,33,226,31,95,52,353,123
2024-03-10 06:49:04.464891,3,13.390243902439025,3,82,5,1098,11,30,31,219,29,70,54,172,74
2024-03-10 06:50:56.194290,3,26.387755102040817,3,49,18,1293,11,24,39,246,23,143,166,315,22
2024-03-10 06:52:50.519972,3,32.45,3,40,6,1298,11,26,33,226,25,108,138,371,73
2024-03-10 06:54:46.985492,3,15.329411764705883,3,85,20,1303,11,34,34,215,33,82,59,494,191
2024-03-10 06:56:40.832156,3,14.532467532467532,3,77,2,1119,11,26,33,240,25,168,161,254,135
2024-03-10 06:58:37.288198,3,12.950980392156863,3,102,16,1321,11,32,36,218,31,96,58,370,49
2024-03-10 07:00:32.014128,3,26.113636363636363,3,44,6,1149,11,32,30,201,31,77,97,261,112
2024-03-10 07:02:28.899019,3,39.48148148148148,3,27,1,1066,11,33,28,241,32,82,118,295,229
2024-03-10 07:04:25.454074,3,16.48235294117647,3,85,6,1401,11,36,38,228,35,84,59,570,169
2024-03-10 07:06:19.938931,3,35.525,3,40,0,1421,11,35,40,266,34,76,97,447,26
2024-03-10 07:08:20.932940,3,14.542372881355933,3,59,2,858,11,39,27,250,38,61,59,101,243
2024-03-10 07:10:15.950458,3,11.147286821705427,3,129,7,1438,11,40,36,238,39,73,0,546,108
2024-03-10 07:12:12.353392,3,12.16842105263158,3,95,15,1156,11,31,30,238,30,84,54,268,112
2024-03-10 07:14:11.359455,3,10.83177570093458,3,107,4,1159,11,39,29,244,38,50,0,360,201
2024-03-10 07:16:09.237690,3,18.58730158730159,3,63,15,1171,11,22,34,224,21,138,149,242,71
2024-03-10 07:18:07.577665,3,14.5,3,74,24,1073,11,25,30,227,24,120,117,183,110
2024-03-10 07:20:10.534233,3,20.906976744186046,3,43,16,899,11,29,26,245,28,104,128,119,220
2024-03-10 07:22:07.616514,2,9.620967741935484,3,124,19,1193,11,40,36,213,39,68,0,357,164
2024-03-10 07:24:06.055723,3,13.351648351648352,3,91,7,1215,11,27,35,246,26,181,159,330,115
2024-03-10 07:25:58.445790,3,12.823529411764707,3,119,1,1526,11,34,43,219,33,107,50,621,95
2024-03-10 07:27:56.785026,3,19.57377049180328,3,61,2,1194,11,23,33,240,22,107,119,286,92
2024-03-10 07:29:53.600411,3,21.979166666666668,3,48,12,1055,11,27,28,230,26,113,134,190,135
2024-03-10 07:31:46.024675,3,15.526785714285714,3,112,10,1739,11,36,45,221,35,116,64,747,8
2024-03-10 07:33:48.955254,3,13.452054794520548,3,73,20,982,11,27,28,231,26,91,87,224,242
2024-03-10 07:35:44.808310,3,62.22222222222222,3,18,8,1120,11,23,33,200,22,157,212,207,87
2024-03-10 07:37:43.683398,3,24.068181818181817,3,44,17,1059,11,32,31,255,31,80,100,195,136
2024-03-10 07:39:42.567956,3,12.602272727272727,3,88,14,1109,11,32,31,220,31,79,55,335,226
2024-03-10 07:41:41.369705,3,15.491803278688524,3,61,7,945,11,26,27,216,25,114,123,201,256
2024-03-10 07:43:37.760858,3,33.951219512195124,3,41,10,1392,11,26,34,225,25,100,129,474,82
2024-03-10 07:45:32.101586,3,12.044247787610619,3,113,10,1361,11,33,34,247,32,107,57,435,74
2024-03-10 07:47:30.607851,3,42.666666666666664,3,27,9,1152,11,30,28,231,29,94,133,339,187
2024-03-10 07:49:29.571847,3,13.921875,3,64,1,891,11,40,30,212,39,73,65,146,255
2024-03-10 07:51:25.881626,3,49.7037037037037,3,27,14,1342,11,28,36,213,27,83,124,438,96
2024-03-10 07:53:21.783288,3,33.794871794871796,3,39,4,1318,11,28,39,235,27,144,173,398,80
2024-03-10 07:55:15.654916,3,14.641304347826088,3,92,0,1347,11,28,36,276,27,125,101,377,30
2024-03-10 07:57:18.625279,3,10.136842105263158,3,95,18,963,11,31,24,250,30,84,54,127,164
2024-03-10 07:59:15.502294,3,13.354430379746836,3,79,10,1055,11,31,28,224,30,115,101,237,182
2024-03-10 08:01:08.398249,3,11.585585585585585,3,111,7,1286,11,40,31,209,39,55,0,372,86
2024-03-10 08:03:04.251773,3,23.044444444444444,3,45,14,1037,11,23,25,241,22,91,119,134,97
2024-03-10 08:04:59.280730,3,10.674418604651162,3,129,1,1377,11,40,35,217,39,73,0,473,96
2024-03-10 08:06:56.145918,3,18.083333333333332,3,60,7,1085,11,40,34,227,39,65,61,242,157
2024-03-10 08:08:50.555602,3,71.8,3,20,0,1436,11,31,37,234,30,67,112,544,108
2024-03-10 08:10:46.651962,3,19.72222222222222,3,72,2,1420,11,32,34,233,31,148,140,567,147
2024-03-10 08:12:47.517204,3,10.581632653061224,3,98,0,1037,11,28,29,237,27,120,90,191,154
2024-03-10 08:14:42.530582,3,11.458015267175572,3,131,6,1501,11,40,40,229,39,75,0,643,142
2024-03-10 08:16:38.850127,3,14.329411764705883,3,85,11,1218,11,24,34,226,23,130,117,310,92
2024-03-10 08:18:35.301858,3,39.625,3,32,16,1268,11,30,33,228,29,102,136,359,91
2024-03-10 08:20:35.859043,3,25.195121951219512,3,41,9,1033,11,32,26,218,31,73,96,244,211
2024-03-10 08:22:30.344285,3,16.752688172043012,3,93,7,1558,11,37,38,210,36,101,67,593,35
2024-03-10 08:24:23.288845,3,11.741935483870968,3,124,2,1456,11,42,35,229,41,70,0,503,47
2024-03-10 08:26:25.846831,3,15.892307692307693,3,65,4,1033,11,29,28,240,28,88,90,181,148
2024-03-10 08:28:24.828086,3,33.69444444444444,3,36,4,1213,11,28,33,214,27,102,134,305,92
2024-03-10 08:30:15.743353,3,20.72463768115942,3,69,22,1430,11,41,35,214,40,84,70,514,84
2024-03-10 08:32:12.650259,3,25.025641025641026,3,39,20,976,11,39,29,216,38,79,97,173,197
